Installation,Type,Source,Indicator,Value,Resolution
TILTIL SOLAR,Raw,Rn,pearson,0.5924079002033371,Monthly
URIBE SOLAR,Raw,Rn,pearson,0.1451995638580669,Monthly
VALLE DE LA LUNA II,Raw,Rn,pearson,0.6176257942426144,Monthly
ANDES SOLAR,Raw,Rn,mbe,-0.02518571428571428,Monthly
BELLAVISTA,Raw,Rn,mbe,0.109265625,Monthly
CARRERA PINTO ETAPA I,Raw,Rn,mbe,0.1165945945945946,Monthly
CHANARES,Raw,Rn,mbe,0.05166530612244898,Monthly
CONEJO SOLAR,Raw,Rn,mbe,0.011778125000000014,Monthly
CORDILLERILLA,Raw,Rn,mbe,0.03805,Monthly
EL DIVISADERO,Raw,Rn,mbe,-0.11667142857142855,Monthly
FV BOLERO,Raw,Rn,mbe,-0.013909090909090888,Monthly
LA CHAPEANA,Raw,Rn,mbe,0.0038138888888888845,Monthly
LA QUINTA SOLAR,Raw,Rn,mbe,-0.01597499999999999,Monthly
LALACKAMA,Raw,Rn,mbe,-4.958333333333341e-4,Monthly
LALACKAMA 2,Raw,Rn,mbe,0.005754761904761907,Monthly
LAS ARAUCARIAS,Raw,Rn,mbe,0.1157066666666667,Monthly
LAS MOLLACAS,Raw,Rn,mbe,0.052038888888888885,Monthly
LAS TURCAS,Raw,Rn,mbe,-0.03122666666666668,Monthly
LOS PUQUIOS,Raw,Rn,mbe,0.11175416666666667,Monthly
LUNA DEL NORTE,Raw,Rn,mbe,0.054604999999999994,Monthly
LUZ DEL NORTE,Raw,Rn,mbe,0.055916279069767434,Monthly
MARIA ELENA FV,Raw,Rn,mbe,-0.09821388888888888,Monthly
PAMPA SOLAR NORTE,Raw,Rn,mbe,-0.008694117647058831,Monthly
PARQUE SOLAR CUZ CUZ,Raw,Rn,mbe,0.03170666666666668,Monthly
PARQUE SOLAR FINIS TERRAE,Raw,Rn,mbe,-0.024063888888888888,Monthly
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,mbe,-0.06545937499999999,Monthly
PFV LAGUNILLA,Raw,Rn,mbe,-0.0258888888888889,Monthly
PFV LOS LOROS,Raw,Rn,mbe,0.10263225806451616,Monthly
PILOTO SOLAR CARDONES,Raw,Rn,mbe,0.1787434782608695,Monthly
PLANTA PV CERRO DOMINADOR,Raw,Rn,mbe,-0.04722777777777777,Monthly
PMGD PICA PILOT,Raw,Rn,mbe,0.3528625000000001,Monthly
PUERTO SECO SOLAR,Raw,Rn,mbe,-0.17726111111111112,Monthly
PV SALVADOR,Raw,Rn,mbe,-9.960784313725504e-4,Monthly
QUILAPILUN,Raw,Rn,mbe,0.08185666666666667,Monthly
SAN FRANCISCO SOLAR,Raw,Rn,mbe,-0.015068750000000013,Monthly
SANTA JULIA,Raw,Rn,mbe,-0.01703750000000001,Monthly
SDGX01,Raw,Rn,mbe,0.025474193548387092,Monthly
SOL DEL NORTE,Raw,Rn,mbe,0.047971794871794884,Monthly
SOLAR ANTAY,Raw,Rn,mbe,-0.03066666666666667,Monthly
SOLAR CHUCHINI,Raw,Rn,mbe,0.06910333333333332,Monthly
SOLAR DIEGO DE ALMAGRO,Raw,Rn,mbe,0.14671250000000002,Monthly
SOLAR EL AGUILA I,Raw,Rn,mbe,0.060863888888888884,Monthly
SOLAR EL ROMERO,Raw,Rn,mbe,0.1498576923076923,Monthly
SOLAR ESPERANZA,Raw,Rn,mbe,0.08774594594594594,Monthly
SOLAR HORMIGA,Raw,Rn,mbe,0.121756,Monthly
SOLAR JAMA 1,Raw,Rn,mbe,-0.11808055555555555,Monthly
SOLAR JAMA 2,Raw,Rn,mbe,-0.06782777777777776,Monthly
SOLAR JAVIERA,Raw,Rn,mbe,0.03158125,Monthly
SOLAR LA SILLA,Raw,Rn,mbe,-3.3939393939393564e-4,Monthly
SOLAR LAS TERRAZAS,Raw,Rn,mbe,0.14452708333333333,Monthly
SOLAR LLANO DE LLAMPOS,Raw,Rn,mbe,-0.04267666666666668,Monthly
SOLAR PSF LOMAS COLORADAS,Raw,Rn,mbe,0.044181481481481474,Monthly
SOLAR SAN ANDRES,Raw,Rn,mbe,0.09549322033898304,Monthly
SOLAR SANTA CECILIA,Raw,Rn,mbe,0.03478947368421054,Monthly
SOLAR TECHOS ALTAMIRA,Raw,Rn,mbe,0.1977703703703704,Monthly
SPS LA HUAYCA,Raw,Rn,mbe,0.006258333333333324,Monthly
TAMBO REAL,Raw,Rn,mbe,0.14952105263157894,Monthly
TILTIL SOLAR,Raw,Rn,mbe,-0.0099258064516129,Monthly
URIBE SOLAR,Raw,Rn,mbe,-0.14427916666666665,Monthly
VALLE DE LA LUNA II,Raw,Rn,mbe,0.004556249999999991,Monthly
ANDES SOLAR,Raw,Rn,rmse,0.09216947898921236,Monthly
BELLAVISTA,Raw,Rn,rmse,0.1667182737809506,Monthly
CARRERA PINTO ETAPA I,Raw,Rn,rmse,0.19823995560935745,Monthly
CHANARES,Raw,Rn,rmse,0.1097726648997084,Monthly
CONEJO SOLAR,Raw,Rn,rmse,0.11694571791006288,Monthly
CORDILLERILLA,Raw,Rn,rmse,0.11326964933969938,Monthly
EL DIVISADERO,Raw,Rn,rmse,0.14573623434136068,Monthly
FV BOLERO,Raw,Rn,rmse,0.1213309748355524,Monthly
LA CHAPEANA,Raw,Rn,rmse,0.08672490190891605,Monthly
LA QUINTA SOLAR,Raw,Rn,rmse,0.1138520695903241,Monthly
LALACKAMA,Raw,Rn,rmse,0.0700102462739086,Monthly
LALACKAMA 2,Raw,Rn,rmse,0.06854587792823416,Monthly
LAS ARAUCARIAS,Raw,Rn,rmse,0.13850292897023272,Monthly
LAS MOLLACAS,Raw,Rn,rmse,0.059758411774224536,Monthly
LAS TURCAS,Raw,Rn,rmse,0.102680319438537,Monthly
LOS PUQUIOS,Raw,Rn,rmse,0.14830436468065716,Monthly
LUNA DEL NORTE,Raw,Rn,rmse,0.06464567270900659,Monthly
LUZ DEL NORTE,Raw,Rn,rmse,0.16971877833914026,Monthly
MARIA ELENA FV,Raw,Rn,rmse,0.12490315693012373,Monthly
PAMPA SOLAR NORTE,Raw,Rn,rmse,0.13220149727727346,Monthly
PARQUE SOLAR CUZ CUZ,Raw,Rn,rmse,0.08340465214842635,Monthly
PARQUE SOLAR FINIS TERRAE,Raw,Rn,rmse,0.14635995866356344,Monthly
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,rmse,0.10067751579920912,Monthly
PFV LAGUNILLA,Raw,Rn,rmse,0.11217294187498557,Monthly
PFV LOS LOROS,Raw,Rn,rmse,0.12237691380427135,Monthly
PILOTO SOLAR CARDONES,Raw,Rn,rmse,0.2275101994846939,Monthly
PLANTA PV CERRO DOMINADOR,Raw,Rn,rmse,0.17966505719749118,Monthly
PMGD PICA PILOT,Raw,Rn,rmse,0.36680563143168893,Monthly
PUERTO SECO SOLAR,Raw,Rn,rmse,0.194654019280934,Monthly
PV SALVADOR,Raw,Rn,rmse,0.12312906507671804,Monthly
QUILAPILUN,Raw,Rn,rmse,0.16656024035365305,Monthly
SAN FRANCISCO SOLAR,Raw,Rn,rmse,0.1096301196067942,Monthly
SANTA JULIA,Raw,Rn,rmse,0.09684883840294628,Monthly
SDGX01,Raw,Rn,rmse,0.06729069580510727,Monthly
SOL DEL NORTE,Raw,Rn,rmse,0.0581542841863845,Monthly
SOLAR ANTAY,Raw,Rn,rmse,0.1115469009480367,Monthly
SOLAR CHUCHINI,Raw,Rn,rmse,0.08271752132005245,Monthly
SOLAR DIEGO DE ALMAGRO,Raw,Rn,rmse,0.19405435771968635,Monthly
SOLAR EL AGUILA I,Raw,Rn,rmse,0.11214694601280947,Monthly
SOLAR EL ROMERO,Raw,Rn,rmse,0.17880324704503034,Monthly
SOLAR ESPERANZA,Raw,Rn,rmse,0.10516349176401477,Monthly
SOLAR HORMIGA,Raw,Rn,rmse,0.1656866934910586,Monthly
SOLAR JAMA 1,Raw,Rn,rmse,0.1413896654639228,Monthly
SOLAR JAMA 2,Raw,Rn,rmse,0.10937050181226504,Monthly
SOLAR JAVIERA,Raw,Rn,rmse,0.09791329816900936,Monthly
SOLAR LA SILLA,Raw,Rn,rmse,0.11759508080826778,Monthly
SOLAR LAS TERRAZAS,Raw,Rn,rmse,0.2831733733510268,Monthly
SOLAR LLANO DE LLAMPOS,Raw,Rn,rmse,0.10763818560343724,Monthly
SOLAR PSF LOMAS COLORADAS,Raw,Rn,rmse,0.054743330390306204,Monthly
SOLAR SAN ANDRES,Raw,Rn,rmse,0.16513098806807575,Monthly
SOLAR SANTA CECILIA,Raw,Rn,rmse,0.04571044258595086,Monthly
SOLAR TECHOS ALTAMIRA,Raw,Rn,rmse,0.26663862144191425,Monthly
SPS LA HUAYCA,Raw,Rn,rmse,0.015420558067434231,Monthly
TAMBO REAL,Raw,Rn,rmse,0.1979073959416905,Monthly
TILTIL SOLAR,Raw,Rn,rmse,0.0988074357264609,Monthly
URIBE SOLAR,Raw,Rn,rmse,0.16788915614178304,Monthly
VALLE DE LA LUNA II,Raw,Rn,rmse,0.10128362713193086,Monthly
