Installation,Type,Source,Indicator,Value,Resolution,set,Set
SANTA JULIA,Raw,Rn,mbe,-0.015908517350157726,Daily,subset_1,S1
SDGX01,Raw,Rn,mbe,0.03790337995337995,Daily,all,All
SOL DEL NORTE,Raw,Rn,mbe,0.05001280918727916,Daily,subset_2,S2
SOLAR ANTAY,Raw,Rn,mbe,-0.06970558035714285,Daily,all,All
SOLAR CHUCHINI,Raw,Rn,mbe,0.07015756880733945,Daily,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,Rn,mbe,0.1380384990848078,Daily,all,All
SOLAR EL AGUILA I,Raw,Rn,mbe,0.0617330593607306,Daily,all,All
SOLAR EL ROMERO,Raw,Rn,mbe,0.14765252263906856,Daily,all,All
SOLAR ESPERANZA,Raw,Rn,mbe,0.08991065651760229,Daily,all,All
SOLAR HORMIGA,Raw,Rn,mbe,0.1099473829201102,Daily,all,All
SOLAR JAMA 1,Raw,Rn,mbe,-0.11763555758683727,Daily,subset_1,S1
SOLAR JAMA 2,Raw,Rn,mbe,-0.0727720821661998,Daily,subset_1,S1
SOLAR JAVIERA,Raw,Rn,mbe,0.026154214285714284,Daily,all,All
SOLAR LA SILLA,Raw,Rn,mbe,-0.009970030895983528,Daily,all,All
SOLAR LAS TERRAZAS,Raw,Rn,mbe,0.14507424657534246,Daily,all,All
SOLAR LLANO DE LLAMPOS,Raw,Rn,mbe,-0.04407344789356985,Daily,all,All
SOLAR PSF LOMAS COLORADAS,Raw,Rn,mbe,0.04459467821782178,Daily,subset_2,S2
SOLAR SAN ANDRES,Raw,Rn,mbe,0.09321299597469808,Daily,all,All
SOLAR SANTA CECILIA,Raw,Rn,mbe,0.036268761220825854,Daily,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,Rn,mbe,0.19109346049046325,Daily,all,All
SPS LA HUAYCA,Raw,Rn,mbe,0.006986184812442819,Daily,subset_2,S2
TAMBO REAL,Raw,Rn,mbe,0.156047403210576,Daily,all,All
TILTIL SOLAR,Raw,Rn,mbe,-0.0076943584070796435,Daily,subset_1,S1
URIBE SOLAR,Raw,Rn,mbe,-0.1404828451882845,Daily,subset_1,S1
VALLE DE LA LUNA II,Raw,Rn,mbe,0.005902070393374746,Daily,subset_1,S1
ANDES SOLAR,Raw,Rn,rmse,0.11403351037722607,Daily,subset_1,S1
BELLAVISTA,Raw,Rn,rmse,0.18770745126423616,Daily,all,All
CARRERA PINTO ETAPA I,Raw,Rn,rmse,0.2019048065137269,Daily,all,All
CHANARES,Raw,Rn,rmse,0.14168841052192488,Daily,all,All
CONEJO SOLAR,Raw,Rn,rmse,0.15569494617125385,Daily,all,All
CORDILLERILLA,Raw,Rn,rmse,0.15999840789163886,Daily,all,All
EL DIVISADERO,Raw,Rn,rmse,0.18689751487557735,Daily,all,All
FV BOLERO,Raw,Rn,rmse,0.13363008674291407,Daily,all,All
LA CHAPEANA,Raw,Rn,rmse,0.12597799512295188,Daily,subset_1,S1
LA QUINTA SOLAR,Raw,Rn,rmse,0.15387963208008493,Daily,subset_1,S1
LALACKAMA,Raw,Rn,rmse,0.11387417872102168,Daily,subset_1,S1
LALACKAMA 2,Raw,Rn,rmse,0.1146744418395077,Daily,subset_1,S1
LAS ARAUCARIAS,Raw,Rn,rmse,0.17246841489709308,Daily,subset_1,S1
LAS MOLLACAS,Raw,Rn,rmse,0.10823764865960732,Daily,subset_2,S2
LAS TURCAS,Raw,Rn,rmse,0.15571020639407696,Daily,all,All
LOS PUQUIOS,Raw,Rn,rmse,0.16009431249783615,Daily,all,All
LUNA DEL NORTE,Raw,Rn,rmse,0.09364650413042153,Daily,subset_2,S2
LUZ DEL NORTE,Raw,Rn,rmse,0.16521436238745907,Daily,all,All
MARIA ELENA FV,Raw,Rn,rmse,0.13462861569092407,Daily,subset_1,S1
PAMPA SOLAR NORTE,Raw,Rn,rmse,0.1474579194751918,Daily,all,All
PARQUE SOLAR CUZ CUZ,Raw,Rn,rmse,0.128402096755962,Daily,all,All
PARQUE SOLAR FINIS TERRAE,Raw,Rn,rmse,0.1549182615855394,Daily,all,All
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,rmse,0.1296087176058034,Daily,all,All
PFV LAGUNILLA,Raw,Rn,rmse,0.15395208291540616,Daily,all,All
PFV LOS LOROS,Raw,Rn,rmse,0.14319480765914852,Daily,all,All
PILOTO SOLAR CARDONES,Raw,Rn,rmse,0.2678513137501769,Daily,subset_1,S1
PLANTA PV CERRO DOMINADOR,Raw,Rn,rmse,0.16364073663676446,Daily,all,All
PMGD PICA PILOT,Raw,Rn,rmse,0.3710885133685741,Daily,all,All
PUERTO SECO SOLAR,Raw,Rn,rmse,0.20384884724435387,Daily,subset_1,S1
PV SALVADOR,Raw,Rn,rmse,0.12850969658779238,Daily,all,All
QUILAPILUN,Raw,Rn,rmse,0.1729465178103545,Daily,all,All
SAN FRANCISCO SOLAR,Raw,Rn,rmse,0.15979673845245326,Daily,subset_1,S1
SANTA JULIA,Raw,Rn,rmse,0.1424558984646149,Daily,subset_1,S1
SDGX01,Raw,Rn,rmse,0.13069119606769128,Daily,all,All
SOL DEL NORTE,Raw,Rn,rmse,0.09361624257872296,Daily,subset_2,S2
SOLAR ANTAY,Raw,Rn,rmse,0.10639003891090693,Daily,all,All
SOLAR CHUCHINI,Raw,Rn,rmse,0.1110486089739348,Daily,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,Rn,rmse,0.19464788087462206,Daily,all,All
SOLAR EL AGUILA I,Raw,Rn,rmse,0.1287507236846266,Daily,all,All
SOLAR EL ROMERO,Raw,Rn,rmse,0.1916905273259328,Daily,all,All
SOLAR ESPERANZA,Raw,Rn,rmse,0.12068317814096385,Daily,all,All
SOLAR HORMIGA,Raw,Rn,rmse,0.1679611872225936,Daily,all,All
SOLAR JAMA 1,Raw,Rn,rmse,0.1514877428205427,Daily,subset_1,S1
SOLAR JAMA 2,Raw,Rn,rmse,0.11991797932214285,Daily,subset_1,S1
SOLAR JAVIERA,Raw,Rn,rmse,0.1262941938774022,Daily,all,All
SOLAR LA SILLA,Raw,Rn,rmse,0.1370485732936048,Daily,all,All
SOLAR LAS TERRAZAS,Raw,Rn,rmse,0.3158513561874944,Daily,all,All
SOLAR LLANO DE LLAMPOS,Raw,Rn,rmse,0.12574681428434184,Daily,all,All
SOLAR PSF LOMAS COLORADAS,Raw,Rn,rmse,0.0877596532164597,Daily,subset_2,S2
SOLAR SAN ANDRES,Raw,Rn,rmse,0.17829956629826854,Daily,all,All
SOLAR SANTA CECILIA,Raw,Rn,rmse,0.0884616270898563,Daily,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,Rn,rmse,0.2781338170080865,Daily,all,All
SPS LA HUAYCA,Raw,Rn,rmse,0.05011783470882585,Daily,subset_2,S2
TAMBO REAL,Raw,Rn,rmse,0.2263511307897988,Daily,all,All
TILTIL SOLAR,Raw,Rn,rmse,0.13664555187544575,Daily,subset_1,S1
URIBE SOLAR,Raw,Rn,rmse,0.17990474862383665,Daily,subset_1,S1
VALLE DE LA LUNA II,Raw,Rn,rmse,0.14076724449300415,Daily,subset_1,S1
ANDES SOLAR,Raw,Rn,pearson,0.18260903247617255,Monthly,subset_1,S1
BELLAVISTA,Raw,Rn,pearson,0.4737149386284956,Monthly,all,All
CARRERA PINTO ETAPA I,Raw,Rn,pearson,0.13001035293523458,Monthly,all,All
CHANARES,Raw,Rn,pearson,0.24663714497061626,Monthly,all,All
CONEJO SOLAR,Raw,Rn,pearson,0.4052027065581218,Monthly,all,All
CORDILLERILLA,Raw,Rn,pearson,0.6829758445102668,Monthly,all,All
EL DIVISADERO,Raw,Rn,pearson,0.4105636510402649,Monthly,all,All
FV BOLERO,Raw,Rn,pearson,0.09228805454474932,Monthly,all,All
LA CHAPEANA,Raw,Rn,pearson,0.6399104173696321,Monthly,subset_1,S1
LA QUINTA SOLAR,Raw,Rn,pearson,0.3740904233962909,Monthly,subset_1,S1
LALACKAMA,Raw,Rn,pearson,0.42935133335853243,Monthly,subset_1,S1
LALACKAMA 2,Raw,Rn,pearson,0.4038092726698749,Monthly,subset_1,S1
LAS ARAUCARIAS,Raw,Rn,pearson,0.6927696521494576,Monthly,subset_1,S1
LAS MOLLACAS,Raw,Rn,pearson,0.8472018823858772,Monthly,subset_2,S2
LAS TURCAS,Raw,Rn,pearson,0.7347724882009252,Monthly,all,All
LOS PUQUIOS,Raw,Rn,pearson,0.01890938522914959,Monthly,all,All
LUNA DEL NORTE,Raw,Rn,pearson,0.8357163670703167,Monthly,subset_2,S2
LUZ DEL NORTE,Raw,Rn,pearson,-0.045071408459974205,Monthly,all,All
MARIA ELENA FV,Raw,Rn,pearson,0.0659643360956049,Monthly,subset_1,S1
PAMPA SOLAR NORTE,Raw,Rn,pearson,0.0629242274180819,Monthly,all,All
PARQUE SOLAR CUZ CUZ,Raw,Rn,pearson,0.6331382044655874,Monthly,all,All
PARQUE SOLAR FINIS TERRAE,Raw,Rn,pearson,0.15602133365342086,Monthly,all,All
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,pearson,0.4996722745033316,Monthly,all,All
PFV LAGUNILLA,Raw,Rn,pearson,0.6320093585786348,Monthly,all,All
PFV LOS LOROS,Raw,Rn,pearson,0.8983505392057541,Monthly,all,All
PILOTO SOLAR CARDONES,Raw,Rn,pearson,0.1839750053214481,Monthly,subset_1,S1
PLANTA PV CERRO DOMINADOR,Raw,Rn,pearson,-0.29726016659956844,Monthly,all,All
PMGD PICA PILOT,Raw,Rn,pearson,0.2247742450651223,Monthly,all,All
PUERTO SECO SOLAR,Raw,Rn,pearson,0.15590712722845634,Monthly,subset_1,S1
PV SALVADOR,Raw,Rn,pearson,0.0474390776019471,Monthly,all,All
QUILAPILUN,Raw,Rn,pearson,0.12849877983311692,Monthly,all,All
SAN FRANCISCO SOLAR,Raw,Rn,pearson,0.4447612153288005,Monthly,subset_1,S1
SANTA JULIA,Raw,Rn,pearson,0.7533239705670444,Monthly,subset_1,S1
SDGX01,Raw,Rn,pearson,0.5432974010265708,Monthly,all,All
SOL DEL NORTE,Raw,Rn,pearson,0.8461496749578107,Monthly,subset_2,S2
SOLAR ANTAY,Raw,Rn,pearson,-0.3939729258640379,Monthly,all,All
SOLAR CHUCHINI,Raw,Rn,pearson,0.7375020711269841,Monthly,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,Rn,pearson,-0.1129717678710927,Monthly,all,All
SOLAR EL AGUILA I,Raw,Rn,pearson,-0.031074713454037138,Monthly,all,All
SOLAR EL ROMERO,Raw,Rn,pearson,0.30710280822589736,Monthly,all,All
SOLAR ESPERANZA,Raw,Rn,pearson,0.5169903116831539,Monthly,all,All
SOLAR HORMIGA,Raw,Rn,pearson,-0.11726932934517592,Monthly,all,All
SOLAR JAMA 1,Raw,Rn,pearson,-0.012314437674336962,Monthly,subset_1,S1
SOLAR JAMA 2,Raw,Rn,pearson,0.055023864030065935,Monthly,subset_1,S1
SOLAR JAVIERA,Raw,Rn,pearson,0.2979493788005074,Monthly,all,All
SOLAR LA SILLA,Raw,Rn,pearson,0.3561343724081378,Monthly,all,All
SOLAR LAS TERRAZAS,Raw,Rn,pearson,-0.5929654980845105,Monthly,all,All
SOLAR LLANO DE LLAMPOS,Raw,Rn,pearson,0.2738215200794524,Monthly,all,All
SOLAR PSF LOMAS COLORADAS,Raw,Rn,pearson,0.8227447933690719,Monthly,subset_2,S2
SOLAR SAN ANDRES,Raw,Rn,pearson,0.19705342031656586,Monthly,all,All
SOLAR SANTA CECILIA,Raw,Rn,pearson,0.8961045415343085,Monthly,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,Rn,pearson,-0.3500490409423756,Monthly,all,All
SPS LA HUAYCA,Raw,Rn,pearson,0.9279866046093306,Monthly,subset_2,S2
TAMBO REAL,Raw,Rn,pearson,-0.2816731320359269,Monthly,all,All
TILTIL SOLAR,Raw,Rn,pearson,0.5924079002033371,Monthly,subset_1,S1
URIBE SOLAR,Raw,Rn,pearson,0.1451995638580669,Monthly,subset_1,S1
VALLE DE LA LUNA II,Raw,Rn,pearson,0.6176257942426144,Monthly,subset_1,S1
ANDES SOLAR,Raw,Rn,mbe,-0.02518571428571428,Monthly,subset_1,S1
BELLAVISTA,Raw,Rn,mbe,0.109265625,Monthly,all,All
CARRERA PINTO ETAPA I,Raw,Rn,mbe,0.1165945945945946,Monthly,all,All
CHANARES,Raw,Rn,mbe,0.05166530612244898,Monthly,all,All
CONEJO SOLAR,Raw,Rn,mbe,0.011778125000000014,Monthly,all,All
CORDILLERILLA,Raw,Rn,mbe,0.03805,Monthly,all,All
EL DIVISADERO,Raw,Rn,mbe,-0.11667142857142855,Monthly,all,All
FV BOLERO,Raw,Rn,mbe,-0.013909090909090888,Monthly,all,All
LA CHAPEANA,Raw,Rn,mbe,0.0038138888888888845,Monthly,subset_1,S1
LA QUINTA SOLAR,Raw,Rn,mbe,-0.01597499999999999,Monthly,subset_1,S1
LALACKAMA,Raw,Rn,mbe,-4.958333333333341e-4,Monthly,subset_1,S1
LALACKAMA 2,Raw,Rn,mbe,0.005754761904761907,Monthly,subset_1,S1
LAS ARAUCARIAS,Raw,Rn,mbe,0.1157066666666667,Monthly,subset_1,S1
LAS MOLLACAS,Raw,Rn,mbe,0.052038888888888885,Monthly,subset_2,S2
LAS TURCAS,Raw,Rn,mbe,-0.03122666666666668,Monthly,all,All
LOS PUQUIOS,Raw,Rn,mbe,0.11175416666666667,Monthly,all,All
LUNA DEL NORTE,Raw,Rn,mbe,0.054604999999999994,Monthly,subset_2,S2
LUZ DEL NORTE,Raw,Rn,mbe,0.055916279069767434,Monthly,all,All
MARIA ELENA FV,Raw,Rn,mbe,-0.09821388888888888,Monthly,subset_1,S1
PAMPA SOLAR NORTE,Raw,Rn,mbe,-0.008694117647058831,Monthly,all,All
PARQUE SOLAR CUZ CUZ,Raw,Rn,mbe,0.03170666666666668,Monthly,all,All
PARQUE SOLAR FINIS TERRAE,Raw,Rn,mbe,-0.024063888888888888,Monthly,all,All
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,mbe,-0.06545937499999999,Monthly,all,All
PFV LAGUNILLA,Raw,Rn,mbe,-0.0258888888888889,Monthly,all,All
PFV LOS LOROS,Raw,Rn,mbe,0.10263225806451616,Monthly,all,All
PILOTO SOLAR CARDONES,Raw,Rn,mbe,0.1787434782608695,Monthly,subset_1,S1
PLANTA PV CERRO DOMINADOR,Raw,Rn,mbe,-0.04722777777777777,Monthly,all,All
PMGD PICA PILOT,Raw,Rn,mbe,0.3528625000000001,Monthly,all,All
PUERTO SECO SOLAR,Raw,Rn,mbe,-0.17726111111111112,Monthly,subset_1,S1
PV SALVADOR,Raw,Rn,mbe,-9.960784313725504e-4,Monthly,all,All
QUILAPILUN,Raw,Rn,mbe,0.08185666666666667,Monthly,all,All
SAN FRANCISCO SOLAR,Raw,Rn,mbe,-0.015068750000000013,Monthly,subset_1,S1
SANTA JULIA,Raw,Rn,mbe,-0.01703750000000001,Monthly,subset_1,S1
SDGX01,Raw,Rn,mbe,0.025474193548387092,Monthly,all,All
SOL DEL NORTE,Raw,Rn,mbe,0.047971794871794884,Monthly,subset_2,S2
SOLAR ANTAY,Raw,Rn,mbe,-0.03066666666666667,Monthly,all,All
SOLAR CHUCHINI,Raw,Rn,mbe,0.06910333333333332,Monthly,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,Rn,mbe,0.14671250000000002,Monthly,all,All
SOLAR EL AGUILA I,Raw,Rn,mbe,0.060863888888888884,Monthly,all,All
SOLAR EL ROMERO,Raw,Rn,mbe,0.1498576923076923,Monthly,all,All
SOLAR ESPERANZA,Raw,Rn,mbe,0.08774594594594594,Monthly,all,All
SOLAR HORMIGA,Raw,Rn,mbe,0.121756,Monthly,all,All
SOLAR JAMA 1,Raw,Rn,mbe,-0.11808055555555555,Monthly,subset_1,S1
SOLAR JAMA 2,Raw,Rn,mbe,-0.06782777777777776,Monthly,subset_1,S1
SOLAR JAVIERA,Raw,Rn,mbe,0.03158125,Monthly,all,All
SOLAR LA SILLA,Raw,Rn,mbe,-3.3939393939393564e-4,Monthly,all,All
SOLAR LAS TERRAZAS,Raw,Rn,mbe,0.14452708333333333,Monthly,all,All
SOLAR LLANO DE LLAMPOS,Raw,Rn,mbe,-0.04267666666666668,Monthly,all,All
SOLAR PSF LOMAS COLORADAS,Raw,Rn,mbe,0.044181481481481474,Monthly,subset_2,S2
SOLAR SAN ANDRES,Raw,Rn,mbe,0.09549322033898304,Monthly,all,All
SOLAR SANTA CECILIA,Raw,Rn,mbe,0.03478947368421054,Monthly,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,Rn,mbe,0.1977703703703704,Monthly,all,All
SPS LA HUAYCA,Raw,Rn,mbe,0.006258333333333324,Monthly,subset_2,S2
TAMBO REAL,Raw,Rn,mbe,0.14952105263157894,Monthly,all,All
TILTIL SOLAR,Raw,Rn,mbe,-0.0099258064516129,Monthly,subset_1,S1
URIBE SOLAR,Raw,Rn,mbe,-0.14427916666666665,Monthly,subset_1,S1
VALLE DE LA LUNA II,Raw,Rn,mbe,0.004556249999999991,Monthly,subset_1,S1
ANDES SOLAR,Raw,Rn,rmse,0.09216947898921236,Monthly,subset_1,S1
BELLAVISTA,Raw,Rn,rmse,0.1667182737809506,Monthly,all,All
CARRERA PINTO ETAPA I,Raw,Rn,rmse,0.19823995560935745,Monthly,all,All
CHANARES,Raw,Rn,rmse,0.1097726648997084,Monthly,all,All
CONEJO SOLAR,Raw,Rn,rmse,0.11694571791006288,Monthly,all,All
CORDILLERILLA,Raw,Rn,rmse,0.11326964933969938,Monthly,all,All
EL DIVISADERO,Raw,Rn,rmse,0.14573623434136068,Monthly,all,All
FV BOLERO,Raw,Rn,rmse,0.1213309748355524,Monthly,all,All
LA CHAPEANA,Raw,Rn,rmse,0.08672490190891605,Monthly,subset_1,S1
LA QUINTA SOLAR,Raw,Rn,rmse,0.1138520695903241,Monthly,subset_1,S1
LALACKAMA,Raw,Rn,rmse,0.0700102462739086,Monthly,subset_1,S1
LALACKAMA 2,Raw,Rn,rmse,0.06854587792823416,Monthly,subset_1,S1
LAS ARAUCARIAS,Raw,Rn,rmse,0.13850292897023272,Monthly,subset_1,S1
LAS MOLLACAS,Raw,Rn,rmse,0.059758411774224536,Monthly,subset_2,S2
LAS TURCAS,Raw,Rn,rmse,0.102680319438537,Monthly,all,All
LOS PUQUIOS,Raw,Rn,rmse,0.14830436468065716,Monthly,all,All
LUNA DEL NORTE,Raw,Rn,rmse,0.06464567270900659,Monthly,subset_2,S2
LUZ DEL NORTE,Raw,Rn,rmse,0.16971877833914026,Monthly,all,All
MARIA ELENA FV,Raw,Rn,rmse,0.12490315693012373,Monthly,subset_1,S1
PAMPA SOLAR NORTE,Raw,Rn,rmse,0.13220149727727346,Monthly,all,All
PARQUE SOLAR CUZ CUZ,Raw,Rn,rmse,0.08340465214842635,Monthly,all,All
PARQUE SOLAR FINIS TERRAE,Raw,Rn,rmse,0.14635995866356344,Monthly,all,All
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,rmse,0.10067751579920912,Monthly,all,All
PFV LAGUNILLA,Raw,Rn,rmse,0.11217294187498557,Monthly,all,All
PFV LOS LOROS,Raw,Rn,rmse,0.12237691380427135,Monthly,all,All
PILOTO SOLAR CARDONES,Raw,Rn,rmse,0.2275101994846939,Monthly,subset_1,S1
PLANTA PV CERRO DOMINADOR,Raw,Rn,rmse,0.17966505719749118,Monthly,all,All
PMGD PICA PILOT,Raw,Rn,rmse,0.36680563143168893,Monthly,all,All
PUERTO SECO SOLAR,Raw,Rn,rmse,0.194654019280934,Monthly,subset_1,S1
PV SALVADOR,Raw,Rn,rmse,0.12312906507671804,Monthly,all,All
QUILAPILUN,Raw,Rn,rmse,0.16656024035365305,Monthly,all,All
SAN FRANCISCO SOLAR,Raw,Rn,rmse,0.1096301196067942,Monthly,subset_1,S1
SANTA JULIA,Raw,Rn,rmse,0.09684883840294628,Monthly,subset_1,S1
SDGX01,Raw,Rn,rmse,0.06729069580510727,Monthly,all,All
SOL DEL NORTE,Raw,Rn,rmse,0.0581542841863845,Monthly,subset_2,S2
SOLAR ANTAY,Raw,Rn,rmse,0.1115469009480367,Monthly,all,All
SOLAR CHUCHINI,Raw,Rn,rmse,0.08271752132005245,Monthly,subset_1,S1
SOLAR DIEGO DE ALMAGRO,Raw,Rn,rmse,0.19405435771968635,Monthly,all,All
SOLAR EL AGUILA I,Raw,Rn,rmse,0.11214694601280947,Monthly,all,All
SOLAR EL ROMERO,Raw,Rn,rmse,0.17880324704503034,Monthly,all,All
SOLAR ESPERANZA,Raw,Rn,rmse,0.10516349176401477,Monthly,all,All
SOLAR HORMIGA,Raw,Rn,rmse,0.1656866934910586,Monthly,all,All
SOLAR JAMA 1,Raw,Rn,rmse,0.1413896654639228,Monthly,subset_1,S1
SOLAR JAMA 2,Raw,Rn,rmse,0.10937050181226504,Monthly,subset_1,S1
SOLAR JAVIERA,Raw,Rn,rmse,0.09791329816900936,Monthly,all,All
SOLAR LA SILLA,Raw,Rn,rmse,0.11759508080826778,Monthly,all,All
SOLAR LAS TERRAZAS,Raw,Rn,rmse,0.2831733733510268,Monthly,all,All
SOLAR LLANO DE LLAMPOS,Raw,Rn,rmse,0.10763818560343724,Monthly,all,All
SOLAR PSF LOMAS COLORADAS,Raw,Rn,rmse,0.054743330390306204,Monthly,subset_2,S2
SOLAR SAN ANDRES,Raw,Rn,rmse,0.16513098806807575,Monthly,all,All
SOLAR SANTA CECILIA,Raw,Rn,rmse,0.04571044258595086,Monthly,subset_2,S2
SOLAR TECHOS ALTAMIRA,Raw,Rn,rmse,0.26663862144191425,Monthly,all,All
SPS LA HUAYCA,Raw,Rn,rmse,0.015420558067434231,Monthly,subset_2,S2
TAMBO REAL,Raw,Rn,rmse,0.1979073959416905,Monthly,all,All
TILTIL SOLAR,Raw,Rn,rmse,0.0988074357264609,Monthly,subset_1,S1
URIBE SOLAR,Raw,Rn,rmse,0.16788915614178304,Monthly,subset_1,S1
VALLE DE LA LUNA II,Raw,Rn,rmse,0.10128362713193086,Monthly,subset_1,S1
